Sample,Measure,wsize,Agent,bias,hitmiss,bw,density,ngrams,Reward,ABpvalue,BCpvalue,ACpvalue
52,HX_HY_HZ,8,rdn,6.7,0.6,1.0,gausset,1t4,0.498935115818155,0.3502883116639913,0.498935115818155,0.6497116883360092
52,HX_HY_HZ,8,rdn,5.6,0.1,3.7,gausset,1t4,0.46920285758112196,0.4481625682002657,0.46920285758112196,0.5518374317997343
52,HX_HY_HZ,8,oie,0.0,1.0,2.3,gausset,1t3,0.7971868500449248,0.0004734002419540255,0.7971868500449248,0.999526599758046
52,HX_HY_HZ,8,oie,6.7,0.7,2.3,gausset,3t4,0.9963879085766009,1.6147918996256857e-07,0.9963879085766009,0.9999998385208101
52,HX_HY_HZ,8,rdn,0.0,0.1,3.7,gausset,1t3,0.46522164979883857,0.43405059735128215,0.46522164979883857,0.5659494026487177
52,HX_HY_HZ,8,oie,2.2,1.0,5.0,expset,1t2,0.5523306127306549,0.01814503067986718,0.5523306127306549,0.9818549693201328
52,HX_HY_HZ,8,rdn,2.2,0.6,5.0,expset,1t3,0.0,0.0,0.0,1.0
52,HX_HY_HZ,8,rdn,7.8,0.6,3.7,gausset,3t4,0.7341269251020321,0.19016234015375594,0.7341269251020321,0.809837659846244
52,HX_HY_HZ,8,oie,0.0,0.7,1.0,gausset,1t4,0.7448548796142621,0.005391870025990894,0.7448548796142621,0.994608129974009
52,HX_HY_HZ,8,rdn,10.0,0.7,1.0,expset,3t4,0.00941150271194207,0.008933188654596497,0.00941150271194207,0.9910668113454035
52,HX_HY_HZ,8,rdn,5.6,0.4,2.3,expset,3t4,0.016466525874912666,0.010514998942884896,0.016466525874912666,0.9894850010571151
52,HX_HY_HZ,8,oie,5.6,0.3,1.0,gausset,1t2,0.7652923522428343,0.00028911230246655474,0.7652923522428343,0.9997108876975335
52,HX_HY_HZ,8,rdn,6.7,0.2,1.0,gausset,1t4,0.45611230095062416,0.445637671371264,0.45611230095062416,0.5543623286287358
52,HX_HY_HZ,8,oie,5.6,0.9,2.3,expset,1t3,0.49306018988022615,0.016989013511656628,0.49306018988022615,0.9830109864883434
52,HX_HY_HZ,8,rdn,1.1,0.1,5.0,gausset,2t3,0.4598096658176052,0.44741706666743564,0.4598096658176052,0.5525829333325645
52,HX_HY_HZ,8,oie,5.6,0.7,2.3,gausset,1t4,0.7095113793632761,4.353011851088622e-05,0.7095113793632761,0.9999564698814891
52,HX_HY_HZ,8,oie,8.9,0.4,2.3,gausset,3t4,0.999889435633614,4.044282773665576e-09,0.999889435633614,0.9999999959557172
52,HX_HY_HZ,8,oie,4.4,0.4,2.3,expset,2t3,0.9028682178289369,0.008226616774270093,0.9028682178289369,0.9917733832257298
52,HX_HY_HZ,8,rdn,5.6,0.7,5.0,expset,1t4,0.0,0.0,0.0,1.0
